"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"2901","GO:0005921",0.245866000426768,0.852588732691945,13,33,"gap junction","CC"
"20257","GO:1903769",0.246040013559815,1,1,1,"negative regulation of cell proliferation in bone marrow","BP"
"13115","GO:0048295",0.246299621393772,0.954244333976517,2,4,"positive regulation of isotype switching to IgE isotypes","BP"
"12159","GO:0045603",0.24636231567612,0.883826619548214,7,16,"positive regulation of endothelial cell differentiation","BP"
"4041","GO:0008253",0.246436032513988,0.902504732831799,5,11,"5'-nucleotidase activity","MF"
"21891","GO:2000371",0.246516919827587,0.966087953007748,2,3,"regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP"
"21892","GO:2000373",0.246516919827587,0.966087953007748,2,3,"positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP"
"3339","GO:0006598",0.246984323221507,0.954026957148808,2,4,"polyamine catabolic process","BP"
"2273","GO:0004766",0.247050129824977,1,1,1,"spermidine synthase activity","MF"
"9857","GO:0035504",0.247050129824977,1,1,1,"regulation of myosin light chain kinase activity","BP"
"9858","GO:0035505",0.247050129824977,1,1,1,"positive regulation of myosin light chain kinase activity","BP"
"21967","GO:2000480",0.24709944140743,0.917781711423502,4,8,"negative regulation of cAMP-dependent protein kinase activity","BP"
"840","GO:0002031",0.247143555962922,0.883337091487186,7,16,"G protein-coupled receptor internalization","BP"
"6884","GO:0021612",0.247208961975289,0.905792056671141,5,10,"facial nerve structural organization","BP"
"5638","GO:0015864",0.247334904953821,0.965891948514168,2,3,"pyrimidine nucleoside transport","BP"
"1703","GO:0003828",0.247335526477689,0.941549741414462,3,5,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity","MF"
"1805","GO:0003998",0.24744183012268,0.982447361034838,1,2,"acylphosphatase activity","MF"
"7853","GO:0031308",0.247928998264406,1,1,1,"intrinsic component of nuclear outer membrane","CC"
"7854","GO:0031309",0.247928998264406,1,1,1,"integral component of nuclear outer membrane","CC"
"3085","GO:0006238",0.24805417089793,1,1,1,"CMP salvage","BP"
"4495","GO:0009224",0.24805417089793,1,1,1,"CMP biosynthetic process","BP"
"4745","GO:0010138",0.24805417089793,1,1,1,"pyrimidine ribonucleotide salvage","BP"
"11139","GO:0043097",0.24805417089793,1,1,1,"pyrimidine nucleoside salvage","BP"
"11606","GO:0044206",0.24805417089793,1,1,1,"UMP salvage","BP"
"12404","GO:0046035",0.24805417089793,1,1,1,"CMP metabolic process","BP"
"11960","GO:0045127",0.248179248486047,1,1,1,"N-acetylglucosamine kinase activity","MF"
"15351","GO:0061178",0.24819908875004,0.822501350475391,27,73,"regulation of insulin secretion involved in cellular response to glucose stimulus","BP"
"8031","GO:0031632",0.248207899866369,0.9412254520516,3,5,"positive regulation of synaptic vesicle fusion to presynaptic active zone membrane","BP"
"18480","GO:0099502",0.248207899866369,0.9412254520516,3,5,"calcium-dependent activation of synaptic vesicle fusion","BP"
"9266","GO:0034115",0.248321995887509,0.901458277248262,5,11,"negative regulation of heterotypic cell-cell adhesion","BP"
"16059","GO:0070586",0.248321995887509,0.901458277248262,5,11,"cell-cell adhesion involved in gastrulation","BP"
"16060","GO:0070587",0.248321995887509,0.901458277248262,5,11,"regulation of cell-cell adhesion involved in gastrulation","BP"
"12109","GO:0045454",0.248324466558195,0.829854346440853,21,60,"cell redox homeostasis","BP"
"11534","GO:0043974",0.248329955130432,0.96565276459014,2,3,"histone H3-K27 acetylation","BP"
"19347","GO:1901674",0.248329955130432,0.96565276459014,2,3,"regulation of histone H3-K27 acetylation","BP"
"3421","GO:0006702",0.248393963847412,0.932645282739373,3,6,"androgen biosynthetic process","BP"
"3515","GO:0006868",0.248475088951754,0.941125973843058,3,5,"glutamine transport","BP"
"15444","GO:0061430",0.248501928519488,0.884746305264568,7,15,"bone trabecula morphogenesis","BP"
"6121","GO:0016813",0.248714005918752,0.901240279169737,5,11,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","MF"
"17678","GO:0090659",0.248801814688509,0.837246559306749,18,46,"walking behavior","BP"
"3025","GO:0006117",0.248803210220701,1,1,1,"acetaldehyde metabolic process","BP"
"12487","GO:0046186",0.248803210220701,1,1,1,"acetaldehyde biosynthetic process","BP"
"8305","GO:0032139",0.248933527298528,0.965507279512577,2,3,"dinucleotide insertion or deletion binding","MF"
"21966","GO:2000479",0.248937073942726,0.882210907051532,7,16,"regulation of cAMP-dependent protein kinase activity","BP"
"3388","GO:0006663",0.249048056512739,0.965479639081665,2,3,"platelet activating factor biosynthetic process","BP"
"17207","GO:0072709",0.249052129070892,1,1,1,"cellular response to sorbitol","BP"
"17221","GO:0072740",0.249052129070892,1,1,1,"cellular response to anisomycin","BP"
"7742","GO:0031094",0.249066587526493,0.940905491421299,3,5,"platelet dense tubular network","CC"
"4803","GO:0010447",0.249246415725078,0.874139919120213,8,19,"response to acidic pH","BP"
"17416","GO:0090129",0.249388021157446,0.904619478518875,5,10,"positive regulation of synapse maturation","BP"
"5869","GO:0016323",0.249388700614686,0.793367829503355,80,219,"basolateral plasma membrane","CC"
"15244","GO:0061000",0.249432750196616,0.884170011363118,7,15,"negative regulation of dendritic spine development","BP"
"19662","GO:1902498",0.249523370849104,0.940734979925673,3,5,"regulation of protein autoubiquitination","BP"
"11374","GO:0043490",0.249552799586595,0.940723987239462,3,5,"malate-aspartate shuttle","BP"
"17534","GO:0090283",0.249595572018452,0.965347350681312,2,3,"regulation of protein glycosylation in Golgi","BP"
"15160","GO:0060838",0.249607574914153,0.965344447788892,2,3,"lymphatic endothelial cell fate commitment","BP"
"2476","GO:0005087",0.249647568085833,0.965334774599401,2,3,"Ran guanyl-nucleotide exchange factor activity","MF"
"5790","GO:0016185",0.249766421037381,0.940644165469752,3,5,"synaptic vesicle budding from presynaptic endocytic zone membrane","BP"
"8692","GO:0032730",0.249932225885365,0.931997219266771,3,6,"positive regulation of interleukin-1 alpha production","BP"
"12553","GO:0046404",0.249948790457286,0.965261874724771,2,3,"ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity","MF"
"14169","GO:0051733",0.249948790457286,0.965261874724771,2,3,"polydeoxyribonucleotide kinase activity","MF"
"14170","GO:0051734",0.249948790457286,0.965261874724771,2,3,"ATP-dependent polynucleotide kinase activity","MF"
"2208","GO:0004668",0.25001592971077,0.940550875065011,3,5,"protein-arginine deiminase activity","MF"
"6341","GO:0018101",0.25001592971077,0.940550875065011,3,5,"protein citrullination","BP"
"10358","GO:0036414",0.25001592971077,0.940550875065011,3,5,"histone citrullination","BP"
"13367","GO:0048846",0.250042391714793,0.843346640396729,16,37,"axon extension involved in axon guidance","BP"
"19581","GO:1902284",0.250042391714793,0.843346640396729,16,37,"neuron projection extension involved in neuron projection guidance","BP"
"18131","GO:0098598",0.25011717745882,0.904225966874102,5,10,"learned vocalization behavior or vocal learning","BP"
"515","GO:0001567",0.250291010981234,1,1,1,"cholesterol 25-hydroxylase activity","MF"
"19793","GO:1902866",0.250347625292809,0.91619339648549,4,8,"regulation of retina development in camera-type eye","BP"
"22406","GO:2001288",0.25042164215797,0.965147285384639,2,3,"positive regulation of caveolin-mediated endocytosis","BP"
"13273","GO:0048672",0.250434748729296,0.891129654035936,6,13,"positive regulation of collateral sprouting","BP"
"11004","GO:0042779",0.2504703364009,0.965135474371749,2,3,"tRNA 3'-trailer cleavage","BP"
"2977","GO:0006050",0.250537644054029,1,1,1,"mannosamine metabolic process","BP"
"2978","GO:0006051",0.250537644054029,1,1,1,"N-acetylmannosamine metabolic process","BP"
"13411","GO:0050121",0.250537644054029,1,1,1,"N-acylglucosamine 2-epimerase activity","MF"
"7056","GO:0021943",0.25061635137291,0.940326118860202,3,5,"formation of radial glial scaffolds","BP"
"12795","GO:0046915",0.250621754329724,0.843830580016584,15,37,"transition metal ion transmembrane transporter activity","MF"
"12734","GO:0046790",0.250731558913092,0.931659435615876,3,6,"virion binding","MF"
"14613","GO:0060056",0.250740521237732,0.900110665048136,5,11,"mammary gland involution","BP"
"21301","GO:1905937",0.250770024542265,0.952816261424653,2,4,"negative regulation of germ cell proliferation","BP"
"21802","GO:2000255",0.250770024542265,0.952816261424653,2,4,"negative regulation of male germ cell proliferation","BP"
"16916","GO:0072165",0.25078389574328,1,1,1,"anterior mesonephric tubule development","BP"
"16918","GO:0072167",0.25078389574328,1,1,1,"specification of mesonephric tubule identity","BP"
"16919","GO:0072168",0.25078389574328,1,1,1,"specification of anterior mesonephric tubule identity","BP"
"16920","GO:0072169",0.25078389574328,1,1,1,"specification of posterior mesonephric tubule identity","BP"
"16934","GO:0072183",0.25078389574328,1,1,1,"negative regulation of nephron tubule epithelial cell differentiation","BP"
"16935","GO:0072184",0.25078389574328,1,1,1,"renal vesicle progenitor cell differentiation","BP"
"16956","GO:0072208",0.25078389574328,1,1,1,"metanephric smooth muscle tissue development","BP"
"16986","GO:0072258",0.25078389574328,1,1,1,"metanephric interstitial fibroblast differentiation","BP"
"16987","GO:0072259",0.25078389574328,1,1,1,"metanephric interstitial fibroblast development","BP"
"3729","GO:0007218",0.251172502377047,0.81994125363038,25,80,"neuropeptide signaling pathway","BP"
"6500","GO:0019184",0.251343167383487,0.888009061626265,6,14,"nonribosomal peptide biosynthetic process","BP"
"1821","GO:0004022",0.251356497689237,0.931394858051864,3,6,"alcohol dehydrogenase (NAD) activity","MF"
"3591","GO:0006984",0.251364097786413,0.848528634813255,13,33,"ER-nucleus signaling pathway","BP"
"10075","GO:0035844",0.251412876732673,0.964906466395135,2,3,"cloaca development","BP"
"3722","GO:0007210",0.251444111856676,0.915654613081062,4,8,"serotonin receptor signaling pathway","BP"
"5219","GO:0014058",0.251520361309647,1,1,1,"negative regulation of acetylcholine secretion, neurotransmission","BP"
"8341","GO:0032223",0.251520361309647,1,1,1,"negative regulation of synaptic transmission, cholinergic","BP"
"17171","GO:0072643",0.251526113023399,0.872637451351145,8,19,"interferon-gamma secretion","BP"
"15104","GO:0060741",0.251546688139233,0.964873894166658,2,3,"prostate gland stromal morphogenesis","BP"
"2850","GO:0005844",0.251646563414537,0.822408586306187,23,73,"polysome","CC"
"7362","GO:0030284",0.251783013283347,0.939888348183521,3,5,"estrogen receptor activity","MF"
"9391","GO:0034358",0.251910917576124,0.851169858848601,11,34,"plasma lipoprotein particle","CC"
"21563","GO:1990777",0.251910917576124,0.851169858848601,11,34,"lipoprotein particle","CC"
"5955","GO:0016509",0.25196816201425,0.964771201543472,2,3,"long-chain-3-hydroxyacyl-CoA dehydrogenase activity","MF"
"18240","GO:0098814",0.25198306214646,0.915389303502195,4,8,"spontaneous synaptic transmission","BP"
"2379","GO:0004921",0.252339179101885,0.964680679735752,2,3,"interleukin-11 receptor activity","MF"
"6785","GO:0019970",0.252339179101885,0.964680679735752,2,3,"interleukin-11 binding","MF"
"18797","GO:0140059",0.252385735334213,0.939661641540384,3,5,"dendrite arborization","BP"
"49","GO:0000098",0.252417341277271,0.915175288326881,4,8,"sulfur amino acid catabolic process","BP"
"10894","GO:0042585",0.252459991072014,0.964651178813171,2,3,"germinal vesicle","CC"
"22198","GO:2000811",0.252485972370033,0.882273472225929,7,15,"negative regulation of anoikis","BP"
"13730","GO:0051011",0.252588516200724,0.902887968708261,5,10,"microtubule minus-end binding","MF"
"20500","GO:1904247",0.252740165046472,1,1,1,"positive regulation of polynucleotide adenylyltransferase activity","BP"
"11021","GO:0042816",0.252907051228917,0.964541905448914,2,3,"vitamin B6 metabolic process","BP"
"11024","GO:0042822",0.252907051228917,0.964541905448914,2,3,"pyridoxal phosphate metabolic process","BP"
"3707","GO:0007190",0.253040448017382,0.866413185709211,9,21,"activation of adenylate cyclase activity","BP"
"12610","GO:0046514",0.253349999993241,0.879425974132527,7,16,"ceramide catabolic process","BP"
"12167","GO:0045617",0.25342240877431,0.910121511306664,4,9,"negative regulation of keratinocyte differentiation","BP"
"2727","GO:0005640",0.253464789730727,0.877421409493801,7,17,"nuclear outer membrane","CC"
"20867","GO:1904935",0.253467458683518,1,1,1,"positive regulation of cell proliferation in midbrain","BP"
"10639","GO:0042101",0.25348448752777,0.884577520766171,6,15,"T cell receptor complex","CC"
"19338","GO:1901660",0.253502087651445,0.892565736766065,6,12,"calcium ion export","BP"
"18044","GO:0097646",0.253739806161033,0.924894166241795,3,7,"calcitonin family receptor signaling pathway","BP"
"11986","GO:0045178",0.253756348084089,0.821184137806851,25,65,"basal part of cell","CC"
"16595","GO:0071606",0.25382981367421,1,1,1,"chemokine (C-C motif) ligand 4 production","BP"
"16625","GO:0071643",0.25382981367421,1,1,1,"regulation of chemokine (C-C motif) ligand 4 production","BP"
"16626","GO:0071644",0.25382981367421,1,1,1,"negative regulation of chemokine (C-C motif) ligand 4 production","BP"
"21080","GO:1905403",0.25382981367421,1,1,1,"negative regulation of activated CD8-positive, alpha-beta T cell apoptotic process","BP"
"18042","GO:0097643",0.253842837205386,0.951822545053198,2,4,"amylin receptor activity","MF"
"20092","GO:1903440",0.253842837205386,0.951822545053198,2,4,"amylin receptor complex","CC"
"13272","GO:0048671",0.253887137384671,0.902182248809951,5,10,"negative regulation of collateral sprouting","BP"
"21854","GO:2000324",0.253910699255657,0.939086385401938,3,5,"positive regulation of glucocorticoid receptor signaling pathway","BP"
"213","GO:0000421",0.253914567106077,0.871057816376266,8,19,"autophagosome membrane","CC"
"1935","GO:0004190",0.254009145856844,0.857702738004788,10,26,"aspartic-type endopeptidase activity","MF"
"20209","GO:1903677",0.254040262573151,0.964264168182356,2,3,"regulation of cap-independent translational initiation","BP"
"20210","GO:1903679",0.254040262573151,0.964264168182356,2,3,"positive regulation of cap-independent translational initiation","BP"
"20737","GO:1904690",0.254040262573151,0.964264168182356,2,3,"positive regulation of cytoplasmic translational initiation","BP"
"16145","GO:0070777",0.254052846397607,0.939032642563646,3,5,"D-aspartate transport","BP"
"16147","GO:0070779",0.254052846397607,0.939032642563646,3,5,"D-aspartate import across plasma membrane","BP"
"14862","GO:0060405",0.254215968129269,0.898163012705247,5,11,"regulation of penile erection","BP"
"1109","GO:0002467",0.254310202669552,0.878817376473549,7,16,"germinal center formation","BP"
"7233","GO:0030108",0.254311613078819,1,1,1,"HLA-A specific activating MHC class I receptor activity","MF"
"8459","GO:0032397",0.254311613078819,1,1,1,"activating MHC class I receptor activity","MF"
"150","GO:0000291",0.254418440626557,0.884001104506556,6,15,"nuclear-transcribed mRNA catabolic process, exonucleolytic","BP"
"21585","GO:1990826",0.254431823440199,1,1,1,"nucleoplasmic periphery of the nuclear pore complex","CC"
"21586","GO:1990827",0.254431823440199,1,1,1,"deaminase binding","MF"
"4084","GO:0008315",0.254488056974442,0.964154121988074,2,3,"G2/MI transition of meiotic cell cycle","BP"
"18690","GO:0110030",0.254488056974442,0.964154121988074,2,3,"regulation of G2/MI transition of meiotic cell cycle","BP"
"18691","GO:0110032",0.254488056974442,0.964154121988074,2,3,"positive regulation of G2/MI transition of meiotic cell cycle","BP"
"7148","GO:0022849",0.254491288999569,0.938866746388988,3,5,"glutamate-gated calcium ion channel activity","MF"
